id,value
id_0,25.7516019524
id_1,63.0978144954
id_2,19.4859107639
id_3,30.3837873886
id_4,8.74916384079
id_5,33.9545048318
id_6,41.6523536203
id_7,17.4147068021
id_8,51.057794376
id_9,32.7942075748
id_10,38.2593916409
id_11,56.9361502471
id_12,36.3981082872
id_13,41.12220449
id_14,26.8788662407
id_15,12.0441571454
id_16,50.9423989655
id_17,22.7850949534
id_18,17.3510854119
id_19,19.0200286665
id_20,15.1226929712
id_21,30.9567280381
id_22,37.8146597656
id_23,8.14151235737
id_24,57.0827189721
id_25,46.1634614012
id_26,26.8262322967
id_27,8.28591173922
id_28,28.3117098145
id_29,35.7438237783
id_30,18.3389427558
id_31,12.1265297431
id_32,16.1860451947
id_33,8.4750563679
id_34,16.6634653192
id_35,41.8269942313
id_36,20.8994114054
id_37,27.4758427752
id_38,9.29640221217
id_39,57.8821875982
id_40,46.4146368596
id_41,17.9881664412
id_42,53.3496743146
id_43,17.6291909682
id_44,44.7980328957
id_45,49.392522698
id_46,57.8500584408
id_47,40.994716908
id_48,55.0781647603
id_49,39.1847505754
id_50,29.207078262
id_51,24.5701213654
id_52,39.0581115596
id_53,23.452342498
id_54,37.1496774241
id_55,39.7488414639
id_56,24.6309606404
id_57,21.0273668148
id_58,36.689831467
id_59,31.2739133462
id_60,13.250377855
id_61,22.3973541862
id_62,31.1139948665
id_63,52.9712798066
id_64,48.4295568339
id_65,25.7484848309
id_66,38.1308223365
id_67,48.4721475333
id_68,28.5573752212
id_69,37.8080100079
id_70,64.5471253529
id_71,56.2529200377
id_72,43.3631016172
id_73,13.1975927243
id_74,13.7103998693
id_75,36.2888788583
id_76,63.9971169255
id_77,2.54508437075
id_78,42.5837188986
id_79,43.4429139749
id_80,9.31048605603
id_81,23.1494406364
id_82,5.97967606466
id_83,29.4644981583
id_84,9.79622303564
id_85,5.917127906
id_86,15.8591854946
id_87,10.7115305274
id_88,18.5258499085
id_89,26.0827849447
id_90,36.795893176
id_91,13.296865257
id_92,12.1105612106
id_93,9.69173813412
id_94,39.0531952114
id_95,14.9503981533
id_96,17.457275362
id_97,8.6544466404
id_98,10.69652991
id_99,5.06598926122
id_100,9.53674247756
id_101,18.3626941084
id_102,11.9501338233
id_103,10.1324501774
id_104,11.4240812759
id_105,36.035474138
id_106,24.828791725
id_107,7.23716694507
id_108,16.8569004197
id_109,15.1293626519
id_110,11.7033184836
id_111,15.8540665412
id_112,16.094331758
id_113,25.3887029306
id_114,21.0475412497
id_115,17.0570055454
id_116,6.76089791406
id_117,44.3422963151
id_118,25.2518403296
id_119,0.824379482746
id_120,0.986365414037
id_121,11.0443460385
id_122,13.0507402008
id_123,13.7664834517
id_124,7.95178518022
id_125,25.5626013088
id_126,22.3280492372
id_127,10.0804128735
id_128,20.8381191072
id_129,15.8115878213
id_130,3.73033558437
id_131,32.4136165655
id_132,14.2879450835
id_133,19.1873247731
id_134,26.3692244989
id_135,23.857072253
id_136,9.59471521849
id_137,21.615383427
id_138,79.4036926262
id_139,62.9155622045
id_140,27.4344187088
id_141,19.0324113807
id_142,23.9590077404
id_143,6.96312669366
id_144,12.9220622939
id_145,10.3825626277
id_146,17.9062297173
id_147,7.11829154582
id_148,12.3340157364
id_149,14.4525953348
id_150,47.6795860904
id_151,20.9577579166
id_152,23.2357968691
id_153,14.7899720992
id_154,13.8159504913
id_155,24.0365612121
id_156,23.8336880544
id_157,38.0899088135
id_158,3.70621380835
id_159,22.1533939835
id_160,45.8043900933
id_161,18.9607854695
id_162,64.5778908006
id_163,16.8062829889
id_164,33.7101600734
id_165,23.7325170392
id_166,23.5037260205
id_167,2.62063043441
id_168,67.1691480552
id_169,16.8226022931
id_170,15.7785227527
id_171,72.9095595176
id_172,22.6126409702
id_173,2.22626461195
id_174,22.7173628317
id_175,2.8280778748
id_176,6.67158479228
id_177,17.6062594936
id_178,20.8686866413
id_179,23.5994407253
id_180,43.3433639948
id_181,31.9448520006
id_182,27.0572611611
id_183,12.6285971754
id_184,7.8201586943
id_185,41.0621814015
id_186,35.9773227504
id_187,35.5450528979
id_188,15.7054760585
id_189,23.2577263515
id_190,14.5861175574
id_191,15.4110963859
id_192,30.8841152261
id_193,68.8944813047
id_194,28.3668257502
id_195,11.9638914188
id_196,61.6434474694
id_197,15.4520204309
id_198,18.8138618005
id_199,21.4302453796
id_200,135.422018569
id_201,23.5552583484
id_202,59.9596849335
id_203,6.2218367551
id_204,59.8440156629
id_205,35.6701099908
id_206,14.2134446296
id_207,12.9423988739
id_208,62.9060073976
id_209,16.1221466654
id_210,41.5915269239
id_211,68.1810063189
id_212,18.5296393135
id_213,119.188710599
id_214,41.7135051356
id_215,75.812493817
id_216,96.3774066113
id_217,72.7977972718
id_218,31.0361178165
id_219,19.6073827321
id_220,29.5129181385
id_221,55.6419217502
id_222,25.5801694889
id_223,36.7784851799
id_224,44.1774859234
id_225,10.435163713
id_226,4.36678761834
id_227,87.9356479785
id_228,29.8853611711
id_229,1.50296862665
id_230,38.4530266839
id_231,16.0467520756
id_232,20.7315884573
id_233,8.23186840056
id_234,13.5672356064
id_235,24.3778076311
id_236,13.8673950694
id_237,5.44255188305
id_238,21.1198728681
id_239,9.73884882849
